"","X.2","X.1","X","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Status"
"269",269,269,269,"ERR5070294","2021/01/30 10:05:55","2021/01/30 20:46:40",809942,217093701,0,268,62,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR5070/ERR5070294","ERX4876431","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5534774","SAMEA7787498","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7787498",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3232868",NA,"public","0449742820C2FDE0F7EE88A7CD116E7A","B4C6349C8EE34D6B5858D839D3751CBE","Complete"
"270",270,270,270,"ERR5070377","2021/01/30 10:12:41","2021/01/30 20:47:12",101798,43337461,0,425,9,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5070/ERR5070377","ERX4876512","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5534855","SAMEA7787579","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7787579",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3233112",NA,"public","5F182DBFA45C0D27D565A49DD9E109AE","DDAAF30F7845043BAF58F79E4A5D241D","Complete"
"271",271,271,271,"ERR5070489","2021/01/30 10:12:43","2021/01/30 20:47:14",478003,131848256,0,275,37,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5070/ERR5070489","ERX4876623","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5534965","SAMEA7787690","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7787690",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3233444",NA,"public","7D185AA4E63AEC943794C8285021055E","1B015566E3BB8552A2879912A6F44AE0","Complete"
"272",272,272,272,"ERR5070596","2021/01/30 10:16:56","2021/01/30 22:27:14",49452,20283543,0,410,4,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR5070/ERR5070596","ERX4876731","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5535073","SAMEA7787798","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7787798",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3233759",NA,"public","10A718F451A63E5223E887AC10A806D8","0DFAA506E4121B18F578BE9353CE4050","Complete"
"273",273,273,273,"ERR5070794","2021/01/30 10:16:59","2021/01/30 22:50:53",108852,41249771,0,378,9,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR5070/ERR5070794","ERX4876935","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5535286","SAMEA7788011","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7788011",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3234375",NA,"public","B64AA8FEA96F76EBF0C89C021C3D0BBF","C1EA491070A15B6BD6C839A08776596D","Complete"
"274",274,274,274,"ERR5070850","2021/01/30 10:20:36","2021/01/30 22:51:42",1043150,290211536,0,278,82,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR5070/ERR5070850","ERX4876993","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5535343","SAMEA7788068","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7788068",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3234551",NA,"public","06867AE7CEF2B086D96FC67521C3EB5C","FF8BADE06E5A198594410305842BA41E","Complete"
"275",275,275,275,"ERR5070950","2021/01/30 10:20:38","2021/01/30 22:52:31",760908,212870985,0,279,63,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5070/ERR5070950","ERX4877090","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5535439","SAMEA7788164","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7788164",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3234841",NA,"public","3D3E52A2F1B678B15F991D523286A940","1FD1F72F12E365DF0900D27E54BC8336","Complete"
"276",276,276,276,"ERR5071023","2021/01/30 10:27:34","2021/01/30 22:52:54",494599,136116220,0,275,38,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5071/ERR5071023","ERX4877167","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5535516","SAMEA7788241","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7788241",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3235075",NA,"public","9AEC15859C99E3B39E76C4D72B2C332C","EF47462CAA5B02EBD3D8BCD4B8737E13","Complete"
"277",277,277,277,"ERR5071139","2021/01/30 10:27:35","2021/01/30 22:55:30",398850,110363527,0,276,25,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5071/ERR5071139","ERX4877282","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5535630","SAMEA7788355","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7788355",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3235425",NA,"public","7CA21902635F24C5075BB15C26F84EF1","3C3190046DD5E933C6EAE35209946881","Complete"
"278",278,278,278,"ERR5071285","2021/01/30 10:58:37","2021/01/31 01:57:44",373169,95722079,0,256,25,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5071/ERR5071285","ERX4877428","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5535773","SAMEA7788499","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7788499",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3235846",NA,"public","DA37DEF718CFF77B9482352EF3426C93","4CAA1EA5123E4C1D23562CC3CD34ED2D","Complete"
"279",279,279,279,"ERR5071473","2021/01/30 10:58:40","2021/01/31 01:59:20",614323,165900212,0,270,45,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5071/ERR5071473","ERX4877616","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5535963","SAMEA7788689","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7788689",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3236421",NA,"public","9CFBA4DAA8AF2C6040384F3B2FAB81CE","11F7171269CF16EC55D76B48FEF805C8","Complete"
"280",280,280,280,"ERR5071557","2021/01/30 10:58:41","2021/01/31 02:00:33",704027,163467644,0,232,44,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5071/ERR5071557","ERX4877699","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5536045","SAMEA7788771","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7788771",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3236668",NA,"public","7849C204245B9E260F9E2B5A818CD7C5","E698DEA6D68C7BB6416C082AC5694968","Complete"
"281",281,281,281,"ERR5071679","2021/01/30 10:58:42","2021/01/31 02:03:00",509983,134808126,0,264,37,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5071/ERR5071679","ERX4877826","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5536170","SAMEA7788896","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7788896",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3237043",NA,"public","E907F2AD03C32F6690437151D55D55D9","6E0C5FB01C22291E38CD63A46315736D","Complete"
"282",282,282,282,"ERR5071822","2021/01/30 10:58:45","2021/01/31 02:04:43",547869,152919877,0,279,42,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5071/ERR5071822","ERX4877964","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5536305","SAMEA7789031","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7789031",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3237459",NA,"public","EFD72AAA390F48CAB2F339C6D953BE77","4D1A3167195191BC9A4CA66931216088","Complete"
"283",283,283,283,"ERR5071877","2021/01/30 11:02:52","2021/01/31 02:05:07",560999,147037187,0,262,43,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR5071/ERR5071877","ERX4878021","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5536362","SAMEA7789088","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7789088",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3237623",NA,"public","38029F1338C1817F44FF26861D8FB33C","B5C45CD8798BF9C90F6B3C1294EC45BD","Complete"
"284",284,284,284,"ERR5071910","2021/01/30 11:02:52","2021/01/31 02:05:48",567402,155773098,0,274,42,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5071/ERR5071910","ERX4878054","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5536396","SAMEA7789122","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7789122",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3237722",NA,"public","5FCFD49D77B5287A09159862E790E0B7","C228F4ADB10A812FB833FE500362FFB0","Complete"
"285",285,285,285,"ERR5071937","2021/01/30 11:02:53","2021/01/31 02:05:09",318395,78564731,0,246,21,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR5071/ERR5071937","ERX4878083","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5536426","SAMEA7789152","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7789152",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3237811",NA,"public","74CAED53CC4B0B02AB096B72C558D0CA","B291F91C0ADCCB129B85A578DC2BF598","Complete"
"286",286,286,286,"ERR5072045","2021/01/30 11:09:39","2021/01/31 02:06:52",287094,79678928,0,277,19,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5072/ERR5072045","ERX4878189","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5536530","SAMEA7789257","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7789257",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3238132",NA,"public","B53A183D684275B1CF0104052F31073E","75AD2D8F805737959484D1C79E86FC46","Complete"
"287",287,287,287,"ERR5072348","2021/01/30 11:32:50","2021/01/31 02:11:12",280667,76015676,0,270,20,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5072/ERR5072348","ERX4878493","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5536834","SAMEA7789561","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7789561",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3239042",NA,"public","3D1C3B8875E7E3783ADD4DFA1EB3E92C","5C1EE0FB803695ED6EC52F6607C593ED","Complete"
"288",288,288,288,"ERR5072389","2021/01/30 11:32:51","2021/01/31 02:11:57",497962,132780490,0,266,34,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5072/ERR5072389","ERX4878533","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5536874","SAMEA7789601","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7789601",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3239171",NA,"public","21839B6C6E4C53E3F064FDC63875B290","C68D0D3C877FF81232CEB832D5C94AF9","Complete"
"289",289,289,289,"ERR5072552","2021/01/30 11:36:55","2021/01/31 02:14:14",472291,124846797,0,264,30,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5072/ERR5072552","ERX4878700","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5537041","SAMEA7789768","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7789768",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3239662",NA,"public","34632305D2020FF0D65F3EF935C38790","CA62EA14B438C08C301BA1DB536B871A","Complete"
"290",290,290,290,"ERR5072761","2021/01/30 11:41:40","2021/01/31 04:26:50",376951,104858683,0,278,31,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5072/ERR5072761","ERX4878907","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5537246","SAMEA7789974","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7789974",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3240278",NA,"public","78B3ACB888DD4B96448D2D7E46BD7A9D","36926BE55CEDD0E3EC81102CAC698ECF","Complete"
"291",291,291,291,"ERR5073011","2021/01/30 11:48:54","2021/01/31 04:30:39",162440,65801196,0,405,14,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR5073/ERR5073011","ERX4879158","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5537496","SAMEA7790224","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7790224",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3241044",NA,"public","FB494BFA1CB90792524CC41DB00D8525","8BD2774754C61DED0446876F8E6FBB01","Complete"
"292",292,292,292,"ERR5073191","2021/01/30 12:05:44","2021/01/31 04:37:15",563773,136894656,0,242,38,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era9/ERR/ERR5073/ERR5073191","ERX4879338","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5537674","SAMEA7790402","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7790402",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3241580",NA,"public","0D374D5D035CD9BAF34DB0DFD4E359DF","31AC2A21201FCBFCF55C1CD386F9FECE","Complete"
"293",293,293,293,"ERR5073644","2021/01/30 12:40:08","2021/01/31 05:31:03",329602,88286766,0,267,24,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR5073/ERR5073644","ERX4879792","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5538117","SAMEA7790846","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7790846",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3242929",NA,"public","DCD6AEFAFCB68B3A94176B7611597A9B","E247E1D897DE4A4C0D573A286229D6A0","Complete"
"294",294,294,294,"ERR5073728","2021/01/30 12:40:09","2021/01/31 05:31:27",721349,190360146,0,263,54,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR5073/ERR5073728","ERX4879876","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5538203","SAMEA7790932","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7790932",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3243178",NA,"public","BEF55A6911EEE1E5D764886B94380369","B51552935485BD13F1B05167AB861AF1","Complete"
"295",295,295,295,"ERR5073843","2021/01/30 13:05:38","2021/01/31 05:32:32",99730,36311706,0,364,8,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5073/ERR5073843","ERX4879991","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5538318","SAMEA7791047","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7791047",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3243523",NA,"public","AE35B3EADEFC61F621514466F450053D","C9D28447E864F6A49099E332943E2FF3","Complete"
"296",296,296,296,"ERR5073947","2021/01/30 13:05:40","2021/01/31 05:36:18",573882,159158479,0,277,44,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5073/ERR5073947","ERX4880096","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5538423","SAMEA7791152","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7791152",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3243837",NA,"public","9B2EBE619EFEB78FC6689042B3E33A1A","320CB49CA29220A2A8BE85A07C16A73B","Complete"
"297",297,297,297,"ERR5074230","2021/01/30 13:05:46","2021/01/31 06:12:21",557632,149097112,0,267,37,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5074/ERR5074230","ERX4880378","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5538701","SAMEA7791431","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7791431",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3244683",NA,"public","E85E5E992E5A943EF800A9E490B4EDBC","6A838B1A866512F0153A15692EC128EB","Complete"
"298",298,298,298,"ERR5074249","2021/01/30 13:10:39","2021/01/31 06:12:11",700716,183967249,0,262,54,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5074/ERR5074249","ERX4880397","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5538719","SAMEA7791449","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7791449",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3244743",NA,"public","B3A7B274086E230532D210C1F4F1A253","14E5DD74CA095D1AA4C6093A3944D9BC","Complete"
"299",299,299,299,"ERR5074314","2021/01/30 13:10:39","2021/01/31 06:15:27",175461,49146656,0,280,13,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5074/ERR5074314","ERX4880462","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5538785","SAMEA7791515","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7791515",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3244934",NA,"public","93AEEB31DE1F1FB25D5B8687E7C3E1BC","E0768EC1FEFD6C566D5F52B6E8175D82","Not Run"
"300",300,300,300,"ERR5074344","2021/01/30 13:10:40","2021/01/31 06:13:20",357265,88168429,0,246,25,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5074/ERR5074344","ERX4880492","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5538815","SAMEA7791545","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7791545",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3245028",NA,"public","669F481252FF886D12033ADEB0CB5240","5037E17EBF1C03FE315EA7E1BF9C17FD","Not Run"
"301",301,301,301,"ERR5074446","2021/01/30 13:10:41","2021/01/31 06:16:59",694169,189035793,0,272,50,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5074/ERR5074446","ERX4880590","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5538913","SAMEA7791643","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7791643",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3245330",NA,"public","A1F5B92391ED01DA11EC837C10FB7AF3","3C1957CCB5677F0FE53F8A9B669E68C2","Not Run"
"302",302,302,302,"ERR5074623","2021/01/30 13:17:50","2021/01/31 07:07:22",97354,41216309,0,423,8,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR5074/ERR5074623","ERX4880771","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5539088","SAMEA7791818","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7791818",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3245864",NA,"public","E22FD28A33EBBE1E2514B8C36D05D6DA","FFA544876E3A842059F7A2871A4D1380","Not Run"
"303",303,303,303,"ERR5074819","2021/01/30 13:24:40","2021/01/31 07:10:34",262317,58194405,0,221,16,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5074/ERR5074819","ERX4880967","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5539286","SAMEA7792016","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7792016",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3246443",NA,"public","ADF9637B66047F41835F736B57D50A8D","AAF6FB17C6A9265D4AB5DEA4BC37E49C","Not Run"
"304",304,304,304,"ERR5074863","2021/01/30 13:24:40","2021/01/31 07:08:46",482990,132911772,0,275,33,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5074/ERR5074863","ERX4881011","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5539330","SAMEA7792060","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7792060",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3246576",NA,"public","0B63CDF07D5351D3B0B3B9F77A4F34C3","C475F8233967FA916B0212682E97D6B5","Not Run"
"305",305,305,305,"ERR5075153","2021/01/30 13:42:23","2021/01/31 08:11:56",883905,196852164,0,222,54,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5075/ERR5075153","ERX4881300","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5539611","SAMEA7792342","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7792342",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3247447",NA,"public","D3BEDEE096C1221E07D2E148EE7B6976","FA87F224C3828289A07D4BD012C8D0D0","Not Run"
"306",306,306,306,"ERR5075611","2021/01/30 13:52:41","2021/01/31 10:23:31",1002597,274463846,0,273,77,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5075/ERR5075611","ERX4881761","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5540072","SAMEA7792803","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7792803",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3248823",NA,"public","2EF82CDF18C5EAC7D14CB6F23941CC81","080BDD9AECCEF0544DE8A0BBCD6746DB","Not Run"
